site,date,tl_mm,fl_mm,wt_gm,sex
Mombasa,2019-02-05,161,142,27.61,M
Mombasa,2019-02-05,164,147,34.3,M
Mombasa,2019-02-05,159,139,25.52,M
Mombasa,2019-02-05,153,135,25.08,M
Mombasa,2019-02-05,167,147,31.64,M
Mombasa,2019-02-05,177,158,42.03,M
Mombasa,2019-02-05,155,135,26.1,M
Mombasa,2019-02-05,162,142,28.43,M
Mombasa,2019-02-05,163,145,29.8,M
Mombasa,2019-02-05,143,133,21.58,M
Mombasa,2019-02-04,159,142,30.93,M
Mombasa,2019-02-04,142,122,20.42,M
Mombasa,2019-02-04,152,136,32.25,M
Mombasa,2019-02-04,131,112,20.76,M
Mombasa,2019-02-04,144,126,25.34,M
Mombasa,2019-02-04,145,125,28.59,M
Mombasa,2019-02-04,153,134,31.11,M
Mombasa,2019-02-04,160,140,37.78,M
Mombasa,2019-02-04,144,128,25.48,M
Mombasa,2019-02-04,135,117,22.27,M
Mombasa,2019-02-04,143,124,24.46,M
Mombasa,2019-02-04,147,128,26.71,M
Mombasa,2019-02-04,153,135,32.08,M
Mombasa,2019-02-04,161,142,36.35,M
Mombasa,2019-02-04,164,142,39.53,M
Mombasa,2019-02-04,160,141,37.76,M
Mombasa,2019-02-04,140,121,23.15,M
Mombasa,2019-02-04,149,130,23.87,M
Mombasa,2019-02-04,142,122,27.4,M
Mombasa,2019-02-04,147,127,30.31,M
Mombasa,2020-02-16,162,148,37.13,F
Mombasa,2020-02-16,165,149,37.91,F
Mombasa,2020-02-16,168,150,40.44,F
Mombasa,2020-02-16,167,150,41.74,F
Mombasa,2020-02-16,217,193,90.68,F
Mombasa,2020-02-16,174,155,46.02,F
Mombasa,2020-02-16,151,133,28.05,F
Mombasa,2020-02-16,168,150,40.6,F
Mombasa,2020-02-16,160,141,34.22,F
Mombasa,2020-02-16,165,146,37.38,F
Mombasa,2020-02-16,170,153,44.04,F
Mombasa,2020-02-16,162,143,38.61,F
Mombasa,2020-02-16,160,143,37.02,F
Mombasa,2020-02-16,157,143,36.5,F
Mombasa,2020-02-16,165,147,33.53,F
Mombasa,2020-02-16,153,136,26.23,F
Mombasa,2020-02-16,160,142,28.91,F
Mombasa,2020-02-16,170,152,33.18,F
Mombasa,2020-02-16,148,134,33.11,F
Mombasa,2020-02-16,143,131,19.45,F
Mombasa,2020-02-16,158,141,35.7,F
Mombasa,2020-02-16,165,150,32.08,F
Mombasa,2020-02-16,165,148,39.26,F
Mombasa,2020-02-16,160,143,36.4,F
Mombasa,2020-02-16,157,142,39.24,F
Mombasa,2020-02-16,153,138,38.1,F
Mombasa,2020-02-16,167,152,30.36,F
Mombasa,2020-02-16,170,152,41.59,F
Mombasa,2020-02-16,168,150,40.41,F
Mombasa,2020-02-16,153,141,30.17,F
Mombasa,2020-02-16,162,145,34.25,F
Mombasa,2020-02-16,164,147,37.27,F
Mombasa,2020-02-16,155,141,30.53,F
Mombasa,2020-02-16,156,140,32.7,F
Mombasa,2020-02-16,160,141,34.15,F
Mombasa,2020-02-16,157,142,33.31,F
Mombasa,2020-02-16,182,166,54.28,F
Mombasa,2020-02-16,165,147,39.55,F
Mombasa,2020-02-16,165,148,38.72,F
Mombasa,2020-02-16,156,138,32.42,F
Mombasa,2020-02-16,164,146,38.42,F
Mombasa,2020-02-16,175,153,44.75,F
Mombasa,2020-02-16,153,138,30.33,F
Mombasa,2020-02-16,153,141,30.43,F
Mombasa,2020-02-16,169,149,38.95,F
Mombasa,2020-02-18,147,136,28.89,F
Mombasa,2020-02-18,133,124,19.58,F
Mombasa,2020-02-18,133,124,17.33,F
Mombasa,2020-02-18,164,150,41.63,F
Mombasa,2020-02-18,153,140,29.2,F
Mombasa,2020-02-18,173,160,44.07,F
Mombasa,2020-02-18,157,146,36.42,F
Mombasa,2020-02-18,150,138,31.18,F
Mombasa,2020-02-18,131,120,18.43,F
Mombasa,2020-02-18,137,125,19.58,F
Mombasa,2020-02-18,125,114,14.28,F
Mombasa,2020-02-18,133,123,16.97,F
Mombasa,2020-02-18,127,115,16.47,F
Mombasa,2020-02-18,157,145,33.03,F
Mombasa,2020-02-18,156,145,34.44,F
Mombasa,2020-02-18,158,146,34.14,F
Mombasa,2020-02-18,127,118,16.03,F
Mombasa,2020-02-18,152,139,18.12,F
Mombasa,2020-02-18,152,140,27.25,F
Mombasa,2020-02-18,113,103,11.49,F
Mombasa,2020-02-18,128,117,16.57,F
Mombasa,2020-02-18,162,149,37.72,F
Mombasa,2020-02-18,166,152,38.2,F
Mombasa,2020-02-18,153,142,33.67,F
Mombasa,2020-02-18,158,145,36.22,F
Mombasa,2020-02-18,132,123,18.39,F
Mombasa,2020-02-18,197,181,72.43,F
Mombasa,2020-02-18,160,148,37.22,F
Mombasa,2020-02-18,160,148,38.63,F
Mombasa,2020-02-18,153,141,30.17,F
Mombasa,2020-02-18,161,148,35.68,F
Mombasa,2020-02-18,161,150,39.19,F
Mombasa,2020-02-18,164,150,40.26,F
Mombasa,2020-02-18,111,102,9.65,F
Mombasa,2020-02-18,150,137,26.71,F
Mombasa,2020-02-18,160,148,35.02,F
Mombasa,2020-02-18,131,120,18.77,F
Mombasa,2020-02-18,154,143,33.7,F
Mombasa,2020-02-18,186,171,62.55,F
Mombasa,2020-02-18,165,151,37.03,F
Mombasa,2020-02-18,144,133,26.55,F
Mombasa,2020-02-18,161,148,40.86,F
Mombasa,2020-02-18,153,141,31.9,F
Mombasa,2020-02-18,123,113,15.88,F
Mombasa,2020-02-18,151,140,27.67,F
Mombasa,2020-02-18,158,146,32.93,F
Mombasa,2020-02-18,123,114,14.22,F
Mombasa,2020-02-18,154,143,32.43,F
Mombasa,2020-02-18,128,120,17.07,F
Mombasa,2020-02-18,126,115,15.66,F
Mombasa,2020-02-18,126,116,15.08,F
Mombasa,2020-02-18,148,110,12.25,F
Mombasa,2020-02-18,153,140,31.07,F
Mombasa,2020-02-18,125,115,15.51,F
Mombasa,2020-02-18,127,116,16.86,F
Mombasa,2020-02-18,161,146,31.72,F
Mombasa,2020-02-18,130,119,15.94,F
Mombasa,2020-02-18,126,119,16.66,F
Mombasa,2020-02-18,124,115,15.62,F
Mombasa,2020-02-18,132,123,17.6,F
Mombasa,2020-02-18,134,125,18.48,F
Mombasa,2020-02-18,163,150,37.88,F
Mombasa,2020-02-18,173,160,46.18,F
Mombasa,2020-02-18,151,140,28.11,F
Mombasa,2020-02-18,162,150,40.8,F
Mombasa,2020-02-18,162,151,37.55,F
Mombasa,2020-02-18,154,142,32.37,F
Mombasa,2020-02-18,154,143,30.82,F
Mombasa,2020-02-18,124,115,15.65,F
Mombasa,2020-02-18,147,136,28.44,F
Mombasa,2020-02-18,156,145,34.29,F
Mombasa,2020-02-18,145,135,26.94,F
Mombasa,2020-02-18,156,145,32.42,F
Mombasa,2020-02-18,170,157,42.21,F
Mombasa,2020-02-18,156,145,32.02,F
Mombasa,2020-02-18,168,154,43.31,F
Mombasa,2020-02-18,152,139,30.69,F
Mombasa,2020-02-18,124,115,14.08,F
Mombasa,2020-02-18,156,145,31.41,F
Mombasa,2020-02-18,167,156,44.77,F
Mombasa,2020-02-18,162,149,37.76,F
Mombasa,2020-02-18,149,137,26.7,F
Mombasa,2020-02-18,153,143,27.04,F
Mombasa,2020-02-18,123,112,14.82,F
Mombasa,2020-02-18,129,126,15.94,F
Mombasa,2020-02-18,114,105,11.14,F
Mombasa,2020-02-18,155,143,31.19,F
Mombasa,2020-02-18,158,143,33.03,F
Mombasa,2020-02-18,164,151,35.55,F
Mombasa,2020-02-19,161,144,36.65,F
Mombasa,2020-02-19,156,136,36.97,F
Mombasa,2020-02-19,167,141,37.47,F
Mombasa,2020-02-19,154,137,31.64,F
Mombasa,2020-02-19,165,147,35.67,F
Mombasa,2020-02-19,142,129,24.54,F
Mombasa,2020-02-19,153,139,30.81,F
Mombasa,2020-02-19,133,118,19.04,F
Mombasa,2020-02-19,168,152,43.33,F
Mombasa,2020-02-19,141,128,41.58,F
Mombasa,2020-02-19,152,137,30.06,F
Mombasa,2020-02-19,168,150,33.83,F
Mombasa,2020-02-19,184,167,64.57,F
Mombasa,2020-02-19,162,141,34,F
Mombasa,2020-02-19,148,134,40,F
Mombasa,2020-02-19,165,148,32.95,F
Mombasa,2020-02-19,158,143,45.96,F
Mombasa,2020-02-19,156,142,42.28,F
Mombasa,2020-02-19,151,136,32.72,F
Mombasa,2020-02-19,153,138,29.55,F
Mombasa,2020-02-19,162,145,43.33,F
Mombasa,2020-02-19,153,137,30.96,F
Mombasa,2020-02-19,155,139,30.71,F
Mombasa,2020-02-19,152,136,29.73,F
Mombasa,2020-02-19,182,164,36.87,F
Mombasa,2020-02-19,153,139,32.28,F
Mombasa,2020-02-19,151,136,31.39,F
Mombasa,2020-02-19,158,142,34.33,F
Mombasa,2020-02-19,147,132,27.3,F
Mombasa,2020-02-19,173,155,41.94,F
Mombasa,2020-02-19,152,137,30.44,F
Mombasa,2020-02-19,162,145,27.88,F
Mombasa,2020-02-19,155,138,31.67,F
Mombasa,2020-02-19,153,136,35.64,F
Mombasa,2020-02-19,162,142,41.15,F
Mombasa,2020-02-19,168,152,38.66,F
Mombasa,2020-02-19,188,173,64.12,F
Mombasa,2020-02-19,157,145,37.23,F
Mombasa,2020-02-19,152,136,35.31,F
Mombasa,2020-02-19,160,148,35.09,F
Mombasa,2020-02-19,164,150,39.83,F
Mombasa,2020-02-19,160,145,35.49,F
Mombasa,2020-02-19,149,138,29.18,F
Mombasa,2020-02-19,165,149,34.62,F
Mombasa,2020-02-19,165,148,41.76,F
Mombasa,2020-02-19,169,155,45.1,F
Mombasa,2020-02-19,165,150,40.8,F
Mombasa,2020-02-19,149,136,27.58,F
Mombasa,2020-02-19,172,159,46.25,F
Mombasa,2020-02-19,161,147,36.46,F
Mombasa,2020-02-19,163,148,39.63,F
Mombasa,2020-02-19,151,138,29.62,F
Mombasa,2020-02-19,143,130,25.1,F
Mombasa,2020-02-19,160,146,37.47,F
Mombasa,2020-02-19,146,133,24.07,F
Mombasa,2020-02-19,164,151,35.53,F
Mombasa,2020-02-19,145,134,25.54,F
Mombasa,2020-02-19,166,152,39.93,F
Mombasa,2020-02-19,152,138,27.37,F
Mombasa,2020-02-19,167,152,40.15,F
Mombasa,2020-02-19,167,154,40.93,F
Mombasa,2020-02-19,184,170,53.56,F
Mombasa,2020-02-19,160,148,36.26,F
Mombasa,2020-02-19,153,141,32.49,F
Mombasa,2020-02-19,154,142,30.16,F
Mombasa,2019-02-05,156,141,24.72,F
Mombasa,2019-02-05,153,137,27.66,F
Mombasa,2019-02-05,161,145,33.92,F
Mombasa,2019-02-05,151,132,29.89,F
Mombasa,2019-02-05,156,139,25.03,F
Mombasa,2019-02-05,145,126,25.47,F
Mombasa,2019-02-05,162,144,31.13,F
Mombasa,2019-02-05,167,148,36.33,F
Mombasa,2019-02-05,159,141,28.15,F
Mombasa,2019-02-05,153,134,28.38,F
Mombasa,2019-02-05,171,156,35.38,F
Mombasa,2019-02-05,161,143,31.96,F
Mombasa,2019-02-05,162,145,32.8,F
Mombasa,2019-02-05,164,146,36.57,F
Mombasa,2019-02-05,173,155,34.27,F
Mombasa,2019-02-05,159,139,28.46,F
Mombasa,2019-02-05,155,135,29.12,F
Mombasa,2019-02-05,157,139,26.4,F
Mombasa,2019-02-05,176,157,40.88,F
Mombasa,2019-02-05,158,137,26.93,F
Mombasa,2019-02-05,167,149,34.67,F
Mombasa,2019-02-05,157,137,25.88,F
Mombasa,2019-02-05,148,129,24.18,F
Mombasa,2019-02-05,151,132,24.52,F
Mombasa,2019-02-05,143,126,21.82,F
Mombasa,2019-02-05,153,135,28.97,F
Mombasa,2019-02-05,161,142,31.96,F
Mombasa,2019-02-05,168,150,35.65,F
Mombasa,2019-02-05,166,148,30.1,F
Mombasa,2019-02-05,153,134,23.17,F
Mombasa,2019-02-05,162,141,28.42,F
Mombasa,2019-02-05,135,116,13.97,F
Mombasa,2019-02-04,146,127,29.75,F
Mombasa,2019-02-04,151,131,29.46,F
Mombasa,2019-02-04,156,138,31.44,F
Mombasa,2019-02-04,173,157,50.73,F
Mombasa,2019-02-04,170,154,43.72,F
Mombasa,2019-02-04,141,121,23.5,F
Mombasa,2019-02-04,156,139,37.17,F
Mombasa,2019-02-04,151,132,30.52,F
Mombasa,2019-02-04,140,121,23.33,F
Mombasa,2019-02-04,129,110,22.79,F
Mombasa,2019-02-04,130,110,15.74,F
Mombasa,2019-02-04,155,136,31.55,F
Mombasa,2019-02-04,144,127,26.06,F
Mombasa,2019-02-04,157,138,39.19,F
Mombasa,2019-02-04,160,141,38.45,F
Mombasa,2019-02-04,145,128,26.23,F
Mombasa,2019-02-04,150,130,29.35,F
Mombasa,2019-02-04,116,96,13,F
Mombasa,2019-02-04,135,118,21.86,F
Mombasa,2019-02-04,146,127,32.57,F
Mombasa,2019-02-04,157,137,35.95,F
Mombasa,2019-02-04,145,129,28.1,F
Mombasa,2019-02-04,140,122,25.04,F
Mombasa,2016-03-31,160,147,35.31,M
Mombasa,2016-03-31,156,141,29.89,M
Mombasa,2016-03-31,163,150,35.15,M
Mombasa,2016-03-31,145,134,26.82,M
Mombasa,2016-03-31,152,140,30.78,M
Mombasa,2016-03-31,160,145,35.29,M
Mombasa,2016-03-31,142,131,24.34,M
Mombasa,2016-03-31,157,145,32.58,M
Mombasa,2016-03-31,155,141,32.77,M
Mombasa,2016-03-31,150,139,28.71,M
Mombasa,2016-03-31,154,141,29.98,M
Mombasa,2016-03-31,161,145,32.92,M
Mombasa,2016-03-31,167,152,39.43,M
Mombasa,2016-03-31,152,140,29.06,M
Mombasa,2016-03-31,159,145,31.04,M
Mombasa,2016-03-31,151,139,27.8,M
Mombasa,2016-03-31,149,136,27.5,M
Mombasa,2016-03-31,161,147,36.32,M
Mombasa,2016-03-31,149,137,27.28,M
Mombasa,2016-03-31,155,142,29.06,M
Mombasa,2016-03-31,158,144,32.71,M
Mombasa,2016-03-31,152,141,29.28,M
Mombasa,2016-03-31,150,139,28.32,M
Mombasa,2016-03-31,157,144,33.42,M
Mombasa,2016-03-31,153,139,30.51,M
Mombasa,2016-03-31,152,139,29.37,M
Mombasa,2016-03-31,156,143,31.61,M
Mombasa,2016-03-31,153,140,29.76,M
Mombasa,2016-03-31,149,138,28.96,M
Mombasa,2016-03-31,155,140,29.79,M
Mombasa,2016-03-31,155,142,31.14,M
Mombasa,2016-03-31,156,143,30.91,M
Mombasa,2016-03-31,155,141,30.8,M
Mombasa,2016-03-31,160,145,31.83,M
Mombasa,2016-03-31,152,141,30.66,M
Mombasa,2016-03-31,145,134,24.19,M
Mombasa,2016-03-31,150,139,29.95,M
Mombasa,2016-03-31,146,135,28.84,M
Mombasa,2016-03-31,163,150,36.49,M
Mombasa,2016-03-31,167,155,38.94,M
Mombasa,2016-03-31,156,145,32.44,M
Mombasa,2016-03-31,146,135,25.17,M
Mombasa,2016-03-31,155,143,31.77,M
Mombasa,2016-03-31,160,148,36.86,M
Mombasa,2016-03-31,150,140,27.74,M
Mombasa,2016-03-31,151,140,28.91,M
Mombasa,2016-03-31,163,149,35.1,M
Mombasa,2016-03-31,165,150,36.67,M
Mombasa,2016-03-31,155,143,30.17,M
Mombasa,2016-03-31,154,141,29.64,M
Mombasa,2016-03-31,165,150,37.72,M
Mombasa,2016-03-31,148,136,27.63,M
Mombasa,2016-03-31,160,146,36.53,M
Mombasa,2016-03-31,154,142,30.13,M
Mombasa,2016-03-31,160,146,31.35,M
Mombasa,2016-03-31,151,140,27.24,M
Mombasa,2016-03-31,161,149,37.6,M
Mombasa,2016-03-31,155,141,30.55,M
Mombasa,2016-03-31,154,140,27.08,M
Mombasa,2016-03-31,151,138,27.29,M
Mombasa,2016-03-31,155,143,31.01,M
Mombasa,2016-03-31,156,142,30.08,M
Mombasa,2016-03-31,155,142,30.23,M
Mombasa,2016-03-31,162,150,34.89,M
Mombasa,2016-03-31,159,145,31.41,M
Mombasa,2016-03-31,151,140,26.7,M
Mombasa,2016-03-31,152,140,28.99,M
Mombasa,2016-03-31,154,143,30.26,M
Mombasa,2016-03-31,159,145,32.34,M
Mombasa,2016-03-31,148,136,26.62,M
Mombasa,2016-03-31,157,144,32.92,M
Mombasa,2016-03-31,161,148,35.56,M
Mombasa,2016-03-31,161,147,37.15,M
Mombasa,2016-03-31,155,141,30.07,M
Mombasa,2016-03-31,155,140,32.35,M
Mombasa,2016-03-31,169,155,42.24,M
Mombasa,2016-03-31,151,138,29.77,M
Mombasa,2016-03-31,152,140,28.86,M
Mombasa,2016-03-31,159,145,31.79,M
Mombasa,2016-03-31,151,138,28.29,M
Mombasa,2016-03-31,176,161,47.67,M
Mombasa,2016-03-31,159,145,33.11,M
Mombasa,2016-03-31,154,141,28.69,M
Mombasa,2016-03-31,153,141,30.91,M
Mombasa,2016-03-31,154,142,29.21,M
Mombasa,2016-03-31,164,150,32.97,M
Mombasa,2016-03-31,157,145,31.4,M
Mombasa,2016-03-31,145,134,24.96,M
Mombasa,2016-03-31,165,153,40.58,M
Mombasa,2016-03-31,157,143,30.4,M
Mombasa,2016-03-31,154,140,32.04,M
Mombasa,2016-03-31,146,135,24.81,M
Mombasa,2016-03-31,150,135,28.17,M
Mombasa,2016-03-31,161,148,32.86,M
Mombasa,2016-03-31,158,145,31.4,M
Mombasa,2016-03-31,158,144,31.57,M
Mombasa,2016-03-31,159,145,33.18,M
Mombasa,2016-03-31,133,123,20.18,M
Mombasa,2016-03-31,173,157,40.88,M
Mombasa,2016-03-31,153,140,29.48,M
Mombasa,2016-03-31,159,148,31.82,M
Mombasa,2016-03-31,165,153,33.11,M
Mombasa,2016-03-31,159,145,30.56,M
Mombasa,2016-03-31,128,119,17.63,M
Mombasa,2016-03-31,155,140,28.98,M
Mombasa,2016-03-31,150,138,25.43,M
Mombasa,2016-03-31,157,145,31.11,M
Mombasa,2016-03-31,151,140,26.81,M
Mombasa,2016-03-31,153,142,28.26,M
Mombasa,2016-03-31,156,143,31.66,M
Mombasa,2016-03-31,153,147,31.98,M
Mombasa,2016-03-31,155,142,28.47,M
Mombasa,2016-03-31,144,133,24.77,M
Mombasa,2016-03-31,159,145,32.39,M
Mombasa,2016-03-31,147,135,26.76,M
Mombasa,2016-03-31,159,145,32.27,M
Mombasa,2016-03-31,153,140,27.74,M
Mombasa,2016-03-31,165,151,35.51,M
Mombasa,2016-03-31,148,136,25.61,M
Mombasa,2016-03-31,156,145,30.94,M
Mombasa,2016-03-31,156,145,32.97,M
Mombasa,2016-03-31,147,135,23.29,M
Mombasa,2016-03-31,162,149,34.1,M
Mombasa,2016-03-31,160,147,33.3,M
Mombasa,2016-03-31,167,153,37.04,M
Mombasa,2016-03-31,164,151,36.47,M
Mombasa,2016-03-31,166,153,36.16,M
Mombasa,2016-03-31,166,154,34.91,M
Mombasa,2016-03-31,162,148,37.33,M
Mombasa,2016-03-31,150,149,27.45,M
Mombasa,2016-03-31,151,140,27.78,M
Mombasa,2016-03-31,155,143,29.48,M
Mombasa,2016-03-31,151,138,27.38,M
Mombasa,2016-03-31,145,133,24.61,M
Mombasa,2016-03-31,156,143,31.02,M
Mombasa,2016-03-31,154,140,31.47,M
Mombasa,2016-03-31,152,138,29.83,M
Mombasa,2016-03-31,155,144,28.19,M
Mombasa,2016-03-31,161,148,33.36,M
Mombasa,2016-03-31,153,140,27.85,M
Mombasa,2016-03-31,153,141,27.06,M
Mombasa,2016-03-31,160,145,35.55,M
Mombasa,2016-03-31,159,145,35.07,M
Mombasa,2016-03-31,158,145,31.77,M
Mombasa,2016-03-31,158,146,31.6,M
Mombasa,2016-03-31,147,135,26.91,M
Mombasa,2016-03-31,155,143,30.65,M
Mombasa,2016-03-31,159,145,32.43,M
Mombasa,2016-03-31,161,147,36.14,M
Mombasa,2016-03-31,150,138,28.68,M
Mombasa,2016-03-31,147,136,25.39,M
Mombasa,2016-03-31,155,142,30.07,M
Mombasa,2016-03-31,149,138,28.5,M
Mombasa,2016-03-31,149,135,27.31,M
Mombasa,2016-03-31,160,146,34.61,M
Mombasa,2016-03-31,168,155,38.72,M
Mombasa,2016-03-31,156,145,31.87,M
Mombasa,2016-03-31,155,143,29.9,M
Mombasa,2016-03-31,151,141,29.74,M
Mombasa,2016-03-31,161,145,34.51,M
Mombasa,2016-03-31,154,143,30.63,M
Mombasa,2016-03-31,155,145,29.81,M
Mombasa,2016-03-31,155,142,30.35,M
Mombasa,2016-03-31,155,145,31.02,M
Mombasa,2016-03-31,158,146,32.7,M
Mombasa,2016-03-31,130,120,18.84,M
Mombasa,2016-03-31,152,140,28.58,M
Mombasa,2016-03-31,159,146,33.97,M
Mombasa,2016-03-31,152,140,28.2,M
Mombasa,2016-03-31,143,135,22.45,M
Mombasa,2016-03-31,156,145,32.92,M
Mombasa,2016-03-31,153,140,29.53,M
Mombasa,2016-03-31,184,168,50.17,M
Mombasa,2016-03-31,164,150,38.23,M
Mombasa,2016-03-31,150,139,29.26,M
Mombasa,2016-03-31,150,138,28.26,M
Mombasa,2016-03-31,163,152,39.97,M
Mombasa,2016-03-31,165,155,38.47,M
Mombasa,2016-03-31,164,150,33.26,M
Mombasa,2016-03-31,155,143,32.16,M
Mombasa,2016-03-31,160,146,33.01,M
Mombasa,2016-03-31,151,139,30.12,M
Mombasa,2016-03-31,167,153,38.22,M
Mombasa,2016-03-31,155,142,30.15,M
Mombasa,2016-03-31,156,145,31.55,M
Mombasa,2016-03-31,154,140,31.21,M
Mombasa,2016-03-31,156,144,31.42,M
Mombasa,2016-03-31,157,145,29.47,M
Mombasa,2016-03-31,154,140,29.58,M
Mombasa,2016-03-31,157,142,31.48,M
Mombasa,2016-03-31,157,146,32.26,M
Mombasa,2016-03-31,168,153,38.96,M
Mombasa,2016-03-31,157,145,33.48,M
Mombasa,2016-03-31,160,145,34.82,M
Mombasa,2016-03-31,160,145,34.54,M
Mombasa,2016-03-31,154,140,29.47,M
Mombasa,2016-03-31,160,146,32.46,M
Mombasa,2016-03-31,151,138,28.54,M
Mombasa,2016-03-31,156,143,32.66,M
Mombasa,2016-03-31,153,140,31.6,M
Mombasa,2016-03-31,153,141,29.69,M
Mombasa,2016-03-31,150,139,25.97,M
Mombasa,2016-03-31,159,146,31.94,M
Mombasa,2016-03-31,140,135,26.75,M
Mombasa,2016-03-31,166,154,38.31,M
Mombasa,2016-03-31,140,137,28.98,M
Mombasa,2016-03-31,150,138,26.96,M
Mombasa,2016-03-31,150,136,27.96,M
Mombasa,2016-03-31,160,146,32.31,M
Mombasa,2016-03-31,146,136,25.82,M
Mombasa,2016-03-31,164,150,36.68,M
Mombasa,2016-03-31,153,143,30.24,M
Mombasa,2016-03-31,152,138,28.82,M
Mombasa,2016-03-31,152,138,25.03,M
Mombasa,2016-03-31,164,151,38.98,M
Mombasa,2016-03-31,160,145,34.11,M
Mombasa,2016-03-31,159,146,30.46,M
Mombasa,2016-03-31,162,150,36.65,M
Mombasa,2016-03-31,161,150,33.17,M
Mombasa,2016-03-31,157,145,31.77,M
Mombasa,2016-03-31,150,139,30.44,M
Mombasa,2016-03-31,164,150,37.23,M
Mombasa,2016-03-31,164,150,38.54,M
Mombasa,2016-03-31,145,133,25.28,M
Mombasa,2016-03-31,157,141,27.99,M
Mombasa,2016-03-31,154,140,31.88,M
Mombasa,2016-03-31,162,150,35.11,M
Mombasa,2016-03-31,147,135,26.34,M
Mombasa,2016-03-31,143,130,26.63,M
Mombasa,2016-03-31,166,155,39.01,M
Mombasa,2016-03-31,157,144,34.39,M
Mombasa,2016-03-31,153,140,30.52,M
Mombasa,2016-03-31,149,136,29.5,M
Mombasa,2016-03-31,156,143,33.38,M
Mombasa,2016-03-31,151,139,27.83,M
Mombasa,2016-03-31,158,146,37.59,M
Mombasa,2016-03-31,149,138,28.29,M
Mombasa,2016-03-31,157,145,35.02,M
Mombasa,2016-03-31,156,143,32.54,M
Mombasa,2016-03-31,151,140,29.92,M
Mombasa,2016-03-31,157,144,31.19,M
Mombasa,2016-03-31,152,140,30.54,M
Mombasa,2016-03-31,167,153,42.25,M
Mombasa,2016-03-31,150,141,30.6,M
Mombasa,2016-03-31,150,139,28.85,M
Mombasa,2016-03-31,154,141,29.05,M
Mombasa,2016-03-31,154,142,32.62,M
Mombasa,2016-03-31,159,145,32.85,M
Mombasa,2016-03-31,151,140,32.42,M
Mombasa,2016-03-31,154,143,31.33,M
Mombasa,2016-03-31,166,152,39.5,M
Mombasa,2016-03-31,159,145,35.38,M
Mombasa,2016-03-31,160,146,32.1,M
Mombasa,2016-03-31,155,141,30.81,M
Mombasa,2016-03-31,162,150,35.06,M
Mombasa,2016-03-31,153,140,31.52,M
Mombasa,2016-03-31,169,154,41.18,M
Mombasa,2016-03-31,159,147,33.04,M
Mombasa,2016-03-31,156,148,31.07,M
Mombasa,2016-03-31,151,138,30,M
Mombasa,2020-03-06,150,131,26.29,M
Mombasa,2020-03-06,139,120,21.58,M
Mombasa,2020-03-06,178,157,43.75,M
Mombasa,2020-03-06,156,137,32.66,M
Mombasa,2020-03-06,162,143,34.82,M
Mombasa,2020-03-06,166,146,34.58,M
Mombasa,2020-03-06,160,139,31.45,M
Mombasa,2020-03-06,159,140,31.24,M
Mombasa,2020-03-06,166,146,36.32,M
Mombasa,2020-03-06,157,138,32.08,M
Mombasa,2020-03-06,153,133,30.46,M
Mombasa,2020-03-06,154,132,28.84,M
Mombasa,2020-03-06,140,120,19.31,M
Mombasa,2020-03-06,150,130,24.81,M
Mombasa,2020-03-06,160,141,32.87,M
Mombasa,2020-03-06,152,133,26.23,M
Mombasa,2020-03-06,151,130,27.68,M
Mombasa,2020-03-06,147,127,28.78,M
Mombasa,2016-03-31,152,138,28.38,F
Mombasa,2016-03-31,161,147,34.93,F
Mombasa,2016-03-31,162,147,35.77,F
Mombasa,2016-03-31,160,145,31.98,F
Mombasa,2016-03-31,156,143,32.41,F
Mombasa,2016-03-31,160,145,35.04,F
Mombasa,2016-03-31,150,138,27.07,F
Mombasa,2016-03-31,154,141,29.97,F
Mombasa,2016-03-31,154,141,31.62,F
Mombasa,2016-03-31,155,144,33.61,F
Mombasa,2016-03-31,149,138,27.7,F
Mombasa,2016-03-31,157,145,30.53,F
Mombasa,2016-03-31,167,151,37.82,F
Mombasa,2016-03-31,154,141,32.7,F
Mombasa,2016-03-31,158,146,33.85,F
Mombasa,2016-03-31,166,153,37.66,F
Mombasa,2016-03-31,150,139,26.52,F
Mombasa,2016-03-31,149,138,26.38,F
Mombasa,2016-03-31,150,138,28.25,F
Mombasa,2016-03-31,154,140,29.88,F
Mombasa,2016-03-31,147,136,25.39,F
Mombasa,2016-03-31,158,145,32.27,F
Mombasa,2016-03-31,150,138,26.48,F
Mombasa,2016-03-31,150,137,26.72,F
Mombasa,2016-03-31,155,143,32.71,F
Mombasa,2016-03-31,161,149,35.72,F
Mombasa,2016-03-31,159,145,33.35,F
Mombasa,2016-03-31,152,139,29.24,F
Mombasa,2016-03-31,120,111,14.51,F
Mombasa,2016-03-31,159,145,35.01,F
Mombasa,2016-03-31,180,165,49.7,F
Mombasa,2016-03-31,152,139,30.41,F
Mombasa,2016-03-31,155,142,33.04,F
Mombasa,2016-03-31,154,142,29.89,F
Mombasa,2016-03-31,153,142,31.14,F
Mombasa,2016-03-31,154,142,29.64,F
Mombasa,2016-03-31,151,140,28.73,F
Mombasa,2016-03-31,149,138,25.86,F
Mombasa,2016-03-31,151,139,30.69,F
Mombasa,2016-03-31,155,144,29.49,F
Mombasa,2016-03-31,146,135,25.13,F
Mombasa,2016-03-31,154,140,28.85,F
Mombasa,2016-03-31,155,142,29.58,F
Mombasa,2016-03-31,157,145,27.07,F
Mombasa,2016-03-31,170,155,41.21,F
